,iter,h,x,y,z,l,"f(x, y, z, l)",diff,f`_x,f`_y,f`_z,f'_l,norm
0,1.0,7.703719777548944e-35,1.0,3.0,1.0,0.0,10.5,,2.0,4.0,2.0,11.0,12.041594578792296
1,2.0,7.703719777548944e-35,0.5222329678670935,1.5666989036012804,0.5222329678670935,-4.425450087350392e-34,4.111164839335467,-6.388835160664533,1.5222329678670934,2.5666989036012806,1.5222329678670934,2.999999999999999,4.496924468864352
2,3.0,7.703719777548944e-35,0.5222329678670936,1.5666989036012806,0.5222329678670936,-6.736566020615075e-34,4.111164839335468,8.881784197001252e-16,1.5222329678670936,2.5666989036012806,1.5222329678670936,3.0000000000000004,4.496924468864353
3,4.0,3.851859888774472e-35,0.5222329678670936,1.5666989036012804,0.5222329678670936,-7.892123987247416e-34,4.111164839335467,-8.881784197001252e-16,1.5222329678670936,2.5666989036012806,1.5222329678670936,3.0,4.496924468864353
4,5.0,3.851859888774472e-35,0.5222329678670936,1.5666989036012804,0.5222329678670936,-9.047681953879759e-34,4.111164839335467,0.0,1.5222329678670936,2.5666989036012806,1.5222329678670936,3.0,4.496924468864353
5,6.0,3.851859888774472e-35,0.5222329678670936,1.5666989036012804,0.5222329678670936,-1.02032399205121e-33,4.111164839335467,0.0,1.5222329678670936,2.5666989036012806,1.5222329678670936,3.0,4.496924468864353
6,7.0,3.851859888774472e-35,0.5222329678670936,1.5666989036012804,0.5222329678670936,-1.135879788714444e-33,4.111164839335467,0.0,1.5222329678670936,2.5666989036012806,1.5222329678670936,3.0,4.496924468864353
7,8.0,3.851859888774472e-35,0.5222329678670936,1.5666989036012804,0.5222329678670936,-1.2514355853776781e-33,4.111164839335467,0.0,1.5222329678670936,2.5666989036012806,1.5222329678670936,3.0,4.496924468864353
8,9.0,3.851859888774472e-35,0.5222329678670936,1.5666989036012804,0.5222329678670936,-1.3669913820409124e-33,4.111164839335467,0.0,1.5222329678670936,2.5666989036012806,1.5222329678670936,3.0,4.496924468864353
9,10.0,3.851859888774472e-35,0.5222329678670936,1.5666989036012804,0.5222329678670936,-1.4825471787041468e-33,4.111164839335467,0.0,1.5222329678670936,2.5666989036012806,1.5222329678670936,3.0,4.496924468864353
10,11.0,3.851859888774472e-35,0.5222329678670936,1.5666989036012804,0.5222329678670936,-1.598102975367381e-33,4.111164839335467,0.0,1.5222329678670936,2.5666989036012806,1.5222329678670936,3.0,4.496924468864353
11,12.0,3.851859888774472e-35,0.5222329678670936,1.5666989036012804,0.5222329678670936,-1.713658772030615e-33,4.111164839335467,0.0,1.5222329678670936,2.5666989036012806,1.5222329678670936,3.0,4.496924468864353
