,iter,h,x,y,z,l,"f(x, y, z, l)",diff,f`_x,f`_y,f`_z,f'_l,norm
0,1.0,7.888609052210118e-32,-1.0,1.0,3.0,0.0,8.5,,0.0,2.0,4.0,11.0,11.874342087037917
1,2.0,7.888609052210118e-32,-0.5222329678670935,0.5222329678670935,1.5666989036012804,-4.531660889446801e-31,3.06669890360128,-5.43330109639872,0.4777670321329065,1.5222329678670934,2.5666989036012806,2.9999999999999996,4.258332749704109
2,3.0,7.888609052210118e-32,-0.5222329678670935,0.5222329678670935,1.5666989036012804,-6.898243605109837e-31,3.06669890360128,0.0,0.4777670321329065,1.5222329678670934,2.5666989036012806,2.9999999999999996,4.258332749704109
3,4.0,7.888609052210118e-32,-0.5222329678670935,0.5222329678670935,1.5666989036012804,-9.264826320772873e-31,3.06669890360128,0.0,0.4777670321329065,1.5222329678670934,2.5666989036012806,2.9999999999999996,4.258332749704109
4,5.0,7.888609052210118e-32,-0.5222329678670935,0.5222329678670935,1.5666989036012804,-1.1631409036435909e-30,3.06669890360128,0.0,0.4777670321329065,1.5222329678670934,2.5666989036012806,2.9999999999999996,4.258332749704109
5,6.0,7.888609052210118e-32,-0.5222329678670935,0.5222329678670935,1.5666989036012804,-1.3997991752098944e-30,3.06669890360128,0.0,0.4777670321329065,1.5222329678670934,2.5666989036012806,2.9999999999999996,4.258332749704109
6,7.0,7.888609052210118e-32,-0.5222329678670935,0.5222329678670935,1.5666989036012804,-1.636457446776198e-30,3.06669890360128,0.0,0.4777670321329065,1.5222329678670934,2.5666989036012806,2.9999999999999996,4.258332749704109
7,8.0,7.888609052210118e-32,-0.5222329678670935,0.5222329678670935,1.5666989036012804,-1.8731157183425012e-30,3.06669890360128,0.0,0.4777670321329065,1.5222329678670934,2.5666989036012806,2.9999999999999996,4.258332749704109
8,9.0,7.888609052210118e-32,-0.5222329678670935,0.5222329678670935,1.5666989036012804,-2.1097739899088046e-30,3.06669890360128,0.0,0.4777670321329065,1.5222329678670934,2.5666989036012806,2.9999999999999996,4.258332749704109
9,10.0,7.888609052210118e-32,-0.5222329678670935,0.5222329678670935,1.5666989036012804,-2.346432261475108e-30,3.06669890360128,0.0,0.4777670321329065,1.5222329678670934,2.5666989036012806,2.9999999999999996,4.258332749704109
10,11.0,7.888609052210118e-32,-0.5222329678670935,0.5222329678670935,1.5666989036012804,-2.5830905330414114e-30,3.06669890360128,0.0,0.4777670321329065,1.5222329678670934,2.5666989036012806,2.9999999999999996,4.258332749704109
