,iter,h,x,y,z,"f(x, y, z)",diff,f`_x,f`_y,f`_z,norm
0,1.0,0.5,-5.0,-5.0,1.0,9.5,,-3.5,-3.0,-4.5,6.442049363362563
1,2.0,0.5,-3.25,-3.5,3.25,1.8125,-7.6875,-0.625,0.75,2.375,2.5678298230217673
2,3.0,0.5,-2.9375,-3.875,2.0625,0.3046875,-1.5078125,-0.90625,-0.8125,-0.21875,1.2366474335880862
3,4.0,0.5,-2.484375,-3.46875,2.171875,-0.193603515625,-0.498291015625,-0.3984375,-0.296875,0.6328125,0.8045737176837807
4,5.0,0.5,-2.28515625,-3.3203125,1.85546875,-0.46478271484375,-0.27117919921875,-0.357421875,-0.46484375,0.248046875,0.63667681035188
5,6.0,0.5,-2.1064453125,-3.087890625,1.7314453125,-0.6490087509155273,-0.18422603607177734,-0.24072265625,-0.3564453125,0.32177734375,0.5371604201596428
6,7.0,0.5,-1.986083984375,-2.90966796875,1.570556640625,-0.7826255559921265,-0.13361680507659912,-0.2008056640625,-0.339111328125,0.2384033203125,0.46060346364124044
7,8.0,0.5,-1.88568115234375,-2.7401123046875,1.45135498046875,-0.8812747783958912,-0.09864922240376472,-0.160003662109375,-0.28875732421875,0.219757080078125,0.3965792965131271
8,9.0,0.5,-1.8056793212890625,-2.595733642578125,1.3414764404296875,-0.9544756673276424,-0.07320088893175125,-0.13494110107421875,-0.2542572021484375,0.18437957763671875,0.34183571237214044
9,10.0,0.5,-1.7382087707519531,-2.4686050415039062,1.2492866516113281,-1.0088755658798618,-0.05439989855221938,-0.11356544494628906,-0.21931838989257812,0.16086387634277344,0.2947454039386274
10,11.0,0.5,-1.6814260482788086,-2.358945846557617,1.1688547134399414,-1.0493226612688886,-0.0404470953890268,-0.09699869155883789,-0.19009113311767578,0.13805055618286133,0.2541679388052039
11,12.0,0.5,-1.6329267024993896,-2.2639002799987793,1.0998294353485107,-1.079400306757691,-0.030077645488802318,-0.08301198482513428,-0.16407084465026855,0.11929523944854736,0.2191839087249498
12,13.0,0.5,-1.5914207100868225,-2.181864857673645,1.040181815624237,-1.1017680666804068,-0.02236775992271589,-0.07132980227470398,-0.14168304204940796,0.10278841853141785,0.18901715287537424
13,14.0,0.5,-1.5557558089494705,-2.111023336648941,0.9887876063585281,-1.1184025194902922,-0.016634452809885403,-0.06136200577020645,-0.1222357302904129,0.08867397159337997,0.1630028918452583
14,15.0,0.5,-1.5250748060643673,-2.0499054715037346,0.9444506205618382,-1.1307732973801823,-0.01237077788989005,-0.05284949578344822,-0.10545485094189644,0.07645836658775806,0.1405691168536329
15,16.0,0.5,-1.4986500581726432,-1.9971780460327864,0.9062214372679591,-1.1399732655606698,-0.009199968180487517,-0.045539339538663626,-0.09095660876482725,0.06593979941681027,0.12122290736797527
16,17.0,0.5,-1.4758803884033114,-1.9516997416503727,0.873251537559554,-1.146815152892549,-0.006841887331879182,-0.03925461962353438,-0.07844820409081876,0.05686313926707953,0.10453928684552237
17,18.0,0.5,-1.4562530785915442,-1.9124756396049634,0.8448199679260142,-1.1519033696533825,-0.005088216760833486,-0.033843094628537074,-0.06765567167894915,0.04903775695129298,0.09015179738186012
18,19.0,0.5,-1.4393315312772756,-1.8786478037654888,0.8203010894503677,-1.1556874061938744,-0.003784036540491975,-0.02918098655209178,-0.05834671431512106,0.04228860949660884,0.07774442449899793
19,20.0,0.5,-1.4247410380012298,-1.8494744466079283,0.7991567847020633,-1.158501541982384,-0.002814135788509642,-0.0251626456501981,-0.05031766190586495,0.036468603795583476,0.06704464854549998
20,21.0,0.5,-1.4121597151761307,-1.8243156156549958,0.7809224828042716,-1.1605943759748296,-0.002092833992445531,-0.02169847377399492,-0.043393132850724214,0.031449492365482,0.057817456816846045
21,22.0,0.5,-1.4013104782891332,-1.8026190492296337,0.7651977366215306,-1.1621507877690997,-0.0015564117942701294,-0.01871160997836796,-0.03742131260810311,0.027121184868860837,0.04986018104647096
22,23.0,0.5,-1.3919546732999493,-1.7839083929255821,0.7516371441871001,-1.1633082697692552,-0.0011574820001554187,-0.01613610120639919,-0.03227124873848197,0.023388558798643544,0.042998045769101385
23,24.0,0.5,-1.3838866226967497,-1.7677727685563411,0.7399428647877784,-1.164169073180044,-0.0008608034107888685,-0.01391519030286048,-0.027829903768562758,0.020169649670840784,0.03708032945884831
24,25.0,0.5,-1.3769290275453194,-1.7538578166720598,0.729858039952358,-1.1648092408128898,-0.0006401676328458006,-0.012000007569140436,-0.02399977671970177,0.0173937494599965,0.0319770540314785
