,iter,h,x,y,z,"f(x, y, z)",diff,f`_x,f`_y,f`_z,norm
0,1.0,0.5,5.0,3.0,3.0,53.5,,7.5,7.0,12.5,16.170961628796228
1,2.0,0.5,1.25,-0.5,-3.25,8.5625,-44.9375,0.625,-2.75,-5.375,6.069905271089492
2,3.0,0.5,0.9375,0.875,-0.5625,1.6328125,-6.9296875,1.65625,1.3125,1.21875,2.4395023826592177
3,4.0,0.5,0.109375,0.21875,-1.171875,0.239013671875,-1.393798828125,0.5234375,0.046875,-1.0703125,1.1923728148894959
4,5.0,0.5,-0.15234375,0.1953125,-0.63671875,-0.2335205078125,-0.4725341796875,0.529296875,0.55859375,-0.154296875,0.7848501035602873
5,6.0,0.5,-0.4169921875,-0.083984375,-0.5595703125,-0.49329662322998047,-0.25977611541748047,0.30322265625,0.3564453125,-0.41162109375,0.6232408562397643
6,7.0,0.5,-0.568603515625,-0.26220703125,-0.353759765625,-0.6700602769851685,-0.176763653755188,0.2545166015625,0.384033203125,-0.2540283203125,0.5261089137185968
7,8.0,0.5,-0.69586181640625,-0.4542236328125,-0.22674560546875,-0.7982610799372196,-0.12820080295205116,0.190765380859375,0.31903076171875,-0.255645751953125,0.45113945510113274
8,9.0,0.5,-0.7912445068359375,-0.613739013671875,-0.0989227294921875,-0.8929000487551093,-0.09463896881788969,0.15929412841796875,0.2873382568359375,-0.20720672607421875,0.3884231204760497
9,10.0,0.5,-0.8708915710449219,-0.7574081420898438,0.004680633544921875,-0.9631208722566953,-0.07022082350158598,0.13144874572753906,0.24727249145507812,-0.18349266052246094,0.334801454968995
10,11.0,0.5,-0.9366159439086914,-0.8810443878173828,0.09642696380615234,-1.0153048398842657,-0.05218396762757038,0.11159753799438477,0.21538257598876953,-0.15649843215942383,0.2886787553567529
11,12.0,0.5,-0.9924147129058838,-0.9887356758117676,0.17467617988586426,-1.0541040177288892,-0.0387991778446235,0.09492337703704834,0.18594050407409668,-0.13559067249298096,0.2489360340138519
12,13.0,0.5,-1.039876401424408,-1.081705927848816,0.24247151613235474,-1.0829561348706989,-0.028852117141809686,0.08135935664176941,0.16076558828353882,-0.11670109629631042,0.21467199436832848
13,14.0,0.5,-1.0805560797452927,-1.1620887219905853,0.30082206428050995,-1.1044124869374918,-0.021456352066792972,0.06985495239496231,0.13873334228992462,-0.10072263330221176,0.1851261826332722
14,15.0,0.5,-1.1154835559427738,-1.2314553931355476,0.35118338093161583,-1.1203691383760805,-0.01595665143858871,0.060108134523034096,0.11972798779606819,-0.08683040924370289,0.15964742048327477
15,16.0,0.5,-1.1455376232042909,-1.2913193870335817,0.3945985855534673,-1.1322358447395164,-0.011866706363435897,0.05176166957244277,0.10327919851988554,-0.07489102752879262,0.1376754491118698
16,17.0,0.5,-1.1714184579905123,-1.3429589862935245,0.4320440993178636,-1.1410609418745217,-0.008825097135005233,0.04460359166841954,0.08908511302433908,-0.06458001665305346,0.11872748756371052
17,18.0,0.5,-1.193720253824722,-1.387501542805694,0.4643341076443903,-1.147624042776609,-0.006563100902087227,0.038446799997473136,0.07683256483869627,-0.055693454429274425,0.10238730544361363
18,19.0,0.5,-1.2129436538234586,-1.4259178252250422,0.4921808348590275,-1.1525049299119106,-0.004880887135301659,0.033146763606055174,0.06626300963398535,-0.04802798241871642,0.0882959878959507
19,20.0,0.5,-1.2295170356264862,-1.4590493300420349,0.5161948260683857,-1.1561347782673463,-0.003629848355435783,0.028580377407706692,0.057145496026350884,-0.04141819571850647,0.07614402554003265
20,21.0,0.5,-1.2438072243303395,-1.4876220780552103,0.536903923927639,-1.1588342464276749,-0.002699468160328511,0.024644737633479963,0.049281845872428676,-0.035717842365102115,0.06566450859357102
21,22.0,0.5,-1.2561295931470795,-1.5122630009914246,0.55476284511019,-1.1608418036854093,-0.0020075572577344936,0.02125182940801551,0.042499844118765395,-0.03080210734458433,0.056627262163855725
22,23.0,0.5,-1.2667555078510873,-1.5335129230508073,0.5701638987824822,-1.162334796347372,-0.0014929926619626777,0.018326441540153837,0.03665097573167486,-0.026562879411386575,0.04883378998431681
23,24.0,0.5,-1.2759187286211642,-1.5518384109166448,0.5834453384881755,-1.1634451144128821,-0.0011103180655100964,0.015803940622923562,0.03160692757153072,-0.02290709825087589,0.04211291440876734
24,25.0,0.5,-1.283820698932626,-1.5676418747024101,0.5948988876136134,-1.1642708426554953,-0.0008257282426131773,0.013628744874180754,0.027257012911203304,-0.01975444894149625,0.03631701657170085
25,26.0,0.5,-1.2906350713697163,-1.5812703811580118,0.6047761120843616,-1.1648849253691806,-0.0006140827136853488,0.01175298467246444,0.023505730926349777,-0.01703569267414684,0.03131879403778378
26,27.0,0.5,-1.2965115637059486,-1.5930232466211867,0.613293958421435,-1.1653416102199587,-0.0004566848507780996,0.01013541550476893,0.02027071180024831,-0.014691111631290887,0.02700846469731456
27,28.0,0.5,-1.301579271458333,-1.6031586025213107,0.6206395142370804,-1.1656812404493804,-0.000339630229421628,0.008740485660207242,0.01748091171576971,-0.01266920977631636,0.023291355485397007
28,29.0,0.5,-1.3059495142884365,-1.6118990583791954,0.6269741191252386,-1.1659338187701647,-0.0002525783207842913,0.007537545274182822,0.015075060746043145,-0.010925577272936415,0.020085822960589677
29,30.0,0.5,-1.309718286925528,-1.619436588752217,0.6324369077617068,-1.1661216577862596,-0.00018783901609498166,0.006500166955325515,0.013000319009489725,-0.009421916691567445,0.017321460069475752
30,31.0,0.5,-1.3129683704031907,-1.625936748256962,0.6371478661074905,-1.166261351073703,-0.0001396932874433432,0.005605562650554563,0.01121111785052853,-0.008125201243576186,0.014937549709920422
