,iter,h,x,y,z,"f(x, y, z)",diff,f`_x,f`_y,f`_z,norm
0,1.0,0.5,-3.0,3.0,-3.0,10.5,,-3.5,1.0,-3.5,5.049752469181039
1,2.0,0.5,-1.25,2.5,-1.25,3.125,-7.375,-0.875,2.25,0.375,2.443102535711508
2,3.0,0.5,-0.8125,1.375,-1.4375,1.07421875,-2.05078125,-0.53125,0.9375,-0.90625,1.4079850407586012
3,4.0,0.5,-0.546875,0.90625,-0.984375,0.28125,-0.79296875,-0.0390625,0.921875,-0.3359375,0.9819538677746017
4,5.0,0.5,-0.52734375,0.4453125,-0.81640625,-0.1420135498046875,-0.4232635498046875,0.064453125,0.62890625,-0.451171875,0.7766809753060414
5,6.0,0.5,-0.5595703125,0.130859375,-0.5908203125,-0.41735267639160156,-0.27533912658691406,0.14501953125,0.5400390625,-0.33056640625,0.6495744779552909
6,7.0,0.5,-0.632080078125,-0.13916015625,-0.425537109375,-0.6125455498695374,-0.1951928734779358,0.1551513671875,0.435302734375,-0.3062744140625,0.5544045761028943
7,8.0,0.5,-0.70965576171875,-0.3568115234375,-0.27239990234375,-0.7553520947694778,-0.1428065448999405,0.154144287109375,0.37078857421875,-0.256439208984375,0.4764511474686181
8,9.0,0.5,-0.7867279052734375,-0.542205810546875,-0.1441802978515625,-0.8609713593032211,-0.10561926453374326,0.14118194580078125,0.3136138916015625,-0.22393035888671875,0.4104032412843568
9,10.0,0.5,-0.8573188781738281,-0.6990127563476562,-0.032215118408203125,-0.9393735995690804,-0.07840224026585929,0.1265735626220703,0.2687721252441406,-0.19210243225097656,0.3537833610273895
10,11.0,0.5,-0.9206056594848633,-0.8333988189697266,0.06383609771728516,-0.9976440123618886,-0.0582704127928082,0.1113123893737793,0.2304372787475586,-0.1660294532775879,0.3050533835582464
11,12.0,0.5,-0.9762618541717529,-0.9486174583435059,0.1468508243560791,-1.0409698632452091,-0.04332585088332053,0.09716355800628662,0.19823336601257324,-0.14304673671722412,0.26305815571953417
12,13.0,0.5,-1.0248436331748962,-1.0477341413497925,0.21837419271469116,-1.073188439885211,-0.03221857664000183,0.08434346318244934,0.17064005136489868,-0.12340757250785828,0.22685077884747662
13,14.0,0.5,-1.067015364766121,-1.1330541670322418,0.2800779789686203,-1.0971483860989868,-0.02395994621377584,0.07302362471818924,0.14702381193637848,-0.10640589147806168,0.19562889557661864
14,15.0,0.5,-1.1035271771252155,-1.206566073000431,0.33328092470765114,-1.114966926605815,-0.017818540506828295,0.06311328522861004,0.12671485170722008,-0.09176781214773655,0.16870468802589014
15,16.0,0.5,-1.1350838197395205,-1.269923498854041,0.3791648307815194,-1.1282182942880445,-0.013251367682229453,0.05449859565123916,0.10924133192747831,-0.07913574716076255,0.14548619181193415
16,17.0,0.5,-1.1623331175651401,-1.3245441648177803,0.4187327043619007,-1.1380731449726738,-0.009854850684629213,0.047033234615810215,0.09418853954412043,-0.06824531487654895,0.12546325813751014
17,18.0,0.5,-1.1858497348730452,-1.3716384345898405,0.45285536180017516,-1.1454020593987686,-0.007328914426094846,0.040577946027042344,0.08121692721033469,-0.05885257842601277,0.10819604871090417
18,19.0,0.5,-1.2061387078865664,-1.4122468981950078,0.48228165101318154,-1.1508524714974964,-0.005450412098727764,0.035002117620024364,0.07003475281817373,-0.05075295011192793,0.09330528808836377
19,20.0,0.5,-1.2236397666965786,-1.4472642746040947,0.5076581260691455,-1.1549058677189763,-0.004053396221479932,0.030189296337994165,0.06039385146505083,-0.043767905814092956,0.08046390798064162
20,21.0,0.5,-1.2387344148655757,-1.47746120033662,0.529542078976192,-1.1579203225898838,-0.003014454870907457,0.02603662462252032,0.05208087863957189,-0.037744249817023956,0.06938985614521592
21,22.0,0.5,-1.2517527271768358,-1.503501639656406,0.548414203884704,-1.1601621311230814,-0.0022418085331976645,0.02245437476551615,0.044912564228297924,-0.03254959547541603,0.05983989920850851
22,23.0,0.5,-1.262979914559594,-1.525957921770555,0.564689001622412,-1.1618293332301188,-0.0016672021070374132,0.01936458625161208,0.038731079851856975,-0.028069875805528,0.051604279618310836
23,24.0,0.5,-1.2726622076854,-1.5453234616964835,0.578723939525176,-1.1630692084589511,-0.0012398752288322878,0.01669976207718804,0.03340047782869249,-0.024206686488831508,0.044502108302733746
24,25.0,0.5,-1.281012088723994,-1.5620237006108297,0.5908272827695917,-1.1639912865783495,-0.0009220781193983729,0.014401552660801897,0.028803582158761998,-0.020875179433643254,0.03837739152945657
25,26.0,0.5,-1.288212865054395,-1.5764254916902107,0.6012648724864134,-1.1646770233674917,-0.0006857367891421884,0.012419571188811762,0.024839380796202626,-0.018002179244581473,0.033095604608569446
26,27.0,0.5,-1.2944226506488008,-1.588845182088312,0.6102659621087041,-1.1651869963666397,-0.0005099729991480118,0.01071033040555125,0.02142078002039205,-0.015524583195304142,0.028540737157018607
27,28.0,0.5,-1.2997778158515765,-1.5995555720985082,0.6180282537063562,-1.1655662562575784,-0.00037925989093867685,0.009236311001601605,0.018472681607847985,-0.013387972611583976,0.024612745018623067
28,29.0,0.5,-1.3043959713523772,-1.6087919129024322,0.6247222400121482,-1.1658483066114516,-0.00028205035387318667,0.007965148653696907,0.01593032710971598,-0.01154541855432445,0.02122535287086132
29,30.0,0.5,-1.3083785456792256,-1.61675707645729,0.6304949492893104,-1.1660580635723659,-0.00020975696091429796,0.006868928965429566,0.013737872832020326,-0.009956450718282106,0.01830415925374503
30,31.0,0.5,-1.3118130101619405,-1.6236260128733002,0.6354731746484514,-1.1662140569332957,-0.0001559933609298625,0.0059235771622851985,0.011847161775151216,-0.00858616865736761,0.015785002399015112
31,32.0,0.5,-1.3147747987430831,-1.629549593760876,0.6397662589771352,-1.166330067045895,-0.00011601011259920746,0.005108330745484446,0.010216665216259302,-0.007404475178147019,0.013612550966302376
32,33.0,0.5,-1.3173289641158252,-1.6346579263690055,0.6434684965662087,-1.1664163421677658,-8.627512187087127e-05,0.004405284167279144,0.008810570197203216,-0.0063854152945006515,0.011739088732843307
33,34.0,0.5,-1.3195316061994649,-1.6390632114676071,0.6466612042134591,-1.1664805037868446,-6.416161907885076e-05,0.003798995907264624,0.007597992745851934,-0.005506606140421422,0.010123466543391097
34,35.0,0.5,-1.3214311041530973,-1.642862207840533,0.6494145072836698,-1.166528219898668,-4.771611182330382e-05,0.0032761494887376674,0.006552299443136733,-0.004748745349742123,0.008730198500709102
35,36.0,0.5,-1.323069178897466,-1.6461383575621014,0.6517888799585408,-1.1665637057134002,-3.5485814732227894e-05,0.0028252610818044754,0.0056505223964394835,-0.004095187093752672,0.007528682545164304
36,37.0,0.5,-1.3244818094383684,-1.6489636187603212,0.6538364735054172,-1.1665900960247464,-2.6390311346213835e-05,0.0024364273143402393,0.0048728547450960225,-0.0035315764686709716,0.00649252830405371
37,38.0,0.5,-1.3257000230955385,-1.6514000461328693,0.6556022617397527,-1.1666097221355785,-1.962611083206056e-05,0.002101107774337807,0.004202215606883386,-0.003045534201133293,0.005598977447390701
38,39.0,0.5,-1.3267505769827075,-1.653501153936311,0.6571250288403193,-1.1666243178037148,-1.4595668136330175e-05,0.0018119374374521158,0.003623874904008395,-0.0026263847470260338,0.00482840381871208
39,40.0,0.5,-1.3276565457014335,-1.6553130913883152,0.6584382212138323,-1.1666351724009476,-1.0854597232823338e-05,0.0015625649054826773,0.003125129825517159,-0.002264921811367282,0.004163882361665642
40,41.0,0.5,-1.3284378281541749,-1.6568756563010738,0.659570682119516,-1.1666432448153103,-8.072414362736424e-06,0.0013475129055831037,0.002695025818442165,-0.0019532061391291933,0.0035908173741802645
41,42.0,0.5,-1.3291115846069665,-1.658223169210295,0.6605472851890806,-1.1666492481586166,-6.003343306248965e-06,0.0011620579875737391,0.002324115978785679,-0.001684391135617025,0.0030966219251106607
