,iter,h,x,y,z,"f(x, y, z)",diff,f`_x,f`_y,f`_z,norm
0,1.0,0.5,1.0,-1.0,5.0,28.5,,4.5,5.0,10.5,12.469963913339926
1,2.0,0.5,-1.25,-3.5,-0.25,3.0,-25.5,-0.375,-2.75,-3.625,4.5654955919374185
2,3.0,0.5,-1.0625,-2.125,1.5625,-0.51171875,-3.51171875,0.71875,0.4375,1.46875,1.692700320493855
3,4.0,0.5,-1.421875,-2.34375,0.828125,-1.02392578125,-0.51220703125,-0.0078125,-0.515625,-0.3984375,0.6516767735522726
4,5.0,0.5,-1.41796875,-2.0859375,1.02734375,-1.1115875244140625,-0.0876617431640625,0.095703125,-0.05859375,0.259765625,0.2829673048347967
5,6.0,0.5,-1.4658203125,-2.056640625,0.8974609375,-1.1338768005371094,-0.022289276123046875,-0.01708984375,-0.1591796875,0.00537109375,0.16018453208742833
6,7.0,0.5,-1.457275390625,-1.97705078125,0.894775390625,-1.14372056722641,-0.009843766689300537,-0.0098876953125,-0.082275390625,0.0838623046875,0.11789780561396491
7,8.0,0.5,-1.45233154296875,-1.9359130859375,0.85284423828125,-1.1498825177550316,-0.006161950528621674,-0.025909423828125,-0.08306884765625,0.043609619140625,0.09733206345101829
8,9.0,0.5,-1.4393768310546875,-1.894378662109375,0.8310394287109375,-1.1542442545760423,-0.004361736821010709,-0.02385711669921875,-0.0633392333984375,0.04801177978515625,0.08298283860437784
9,10.0,0.5,-1.4274482727050781,-1.8627090454101562,0.8070335388183594,-1.1574418551754206,-0.0031976005993783474,-0.023931503295898438,-0.055675506591796875,0.03763389587402344,0.0713357484218933
10,11.0,0.5,-1.415482521057129,-1.8348712921142578,0.7882165908813477,-1.159809513304026,-0.002367658128605399,-0.021374225616455078,-0.046654701232910156,0.03382062911987305,0.06146017915609454
11,12.0,0.5,-1.4047954082489014,-1.8115439414978027,0.7713062763214111,-1.1615678755994168,-0.0017583622953907252,-0.0191422700881958,-0.0402376651763916,0.028670907020568848,0.05298600864717909
12,13.0,0.5,-1.3952242732048035,-1.791425108909607,0.7569708228111267,-1.1628749577728605,-0.0013070821734437743,-0.016738861799240112,-0.034454286098480225,0.02490440011024475,0.0456893474427152
